primary_method,active_standardized_method_name,active_method_class,scoring_standardized_method_name,scoring_method_class,instructions_standardized_method_name,instructions_method_class,final_standardized_method_name,final_method_class,decision
structural descent (decreasing successor depth),,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural descent (root-only well-founded induction on finite depth),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural descent (root-step / proper-subterm),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural descent (root-step) + polynomial interpretation,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural descent (root-step) / natural-number measure,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural descent (well-founded induction on finite depth),structural_descent,structural_descent,,,,,structural_descent,structural_descent,active_only
structural descent / measure argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural descent / natural-number measure (third argument depth),,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
Structural descent / polynomial interpretation,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural descent / size argument,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural descent argument on the third argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural descent on n,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural descent on S-constructor,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural descent on the third argument,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural descent on third argument,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,sources_agree
structural descent on third argument (depth),,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural descent on third argument (subterm relation),,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural descent on third argument (successor depth),,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
Structural induction,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction (Acc),,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
"structural induction (root-only, no congruence)",structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
"structural induction (root-only, subterm order)",structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
structural induction (root-step normal-or-smaller),structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
"structural induction / accessibility (root-only, no congruence)",structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
structural induction / accessibility (root-step descent),structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
structural induction / lexicographic measure on third argument,structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
structural induction / measure on third argument,,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
structural induction / polynomial interpretation,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
structural induction / Simplification Order,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction / subterm descent on third argument,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
structural induction / subterm ordering,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
"structural induction / well-founded measure (root-only, no congruence)",structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
structural induction / well-founded ordering (S-depth of third argument),,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
structural induction argument,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on a measure,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on Acc,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on complexity,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction on depth of third argument,,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on size,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on size / Acc,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction on successor-depth,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on term constructors,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on term size,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
structural induction on term size with one-step increasing-rule terminality,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on term structure,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on terms,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on terms to normal forms,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on terms with finite-chain bound over nondeterministic Step,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction on the third argument,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on the third argument,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
Structural induction on the third argument of F,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction on third argument,,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on third argument,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
structural induction on third argument; Lexicographic Path Ordering (LPO),structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
structural induction on Trace,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,sources_agree
structural induction on Trace / Acc,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on Trace / size,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on Trace under root-only Step,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on Trace under root-step relation,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on Trace with root-step rule case split,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on Trace.rec,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction on traces,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction or ordinal interpretation,structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
structural induction proving Acc for all terms,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction with delta-height measure,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction with maximum reduction-length bound,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction with measure on delta-depth constructor-count and chain length,,,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
structural induction/measure on third argument,structural_induction,structural_induction,,,,,structural_induction,structural_induction,active_only
structural induction/recursion on third argument,,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction; Lexicographic Path Ordering (LPO),,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
structural induction; polynomial interpretation,structural_induction,structural_induction,structural_induction,structural_induction,,,structural_induction,structural_induction,sources_agree
Structural induction; recursive path order (RPO/LPO),,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction; structural size decrease,,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction; structural size-decrease,,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
Structural induction; structural subterm ordering,,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
structural measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
structural measure (S-constructor count on third argument),,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
"structural measure / accessibility (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
"structural measure descent (root-only, multiset of constructors)",multiset_measure,direct_measure,multiset_measure,direct_measure,,,multiset_measure,direct_measure,sources_agree
structural measure on banana-depth and grape count in banana third arguments,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
structural measure on eqW count delta count and recΔ argument depth,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
"structural measure on third argument (m(Z)=0, m(S(t))=m(t)+1)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
structural ordering; polynomial interpretation,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
Structural recursion,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,sources_agree
structural recursion / decrease argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion / decreasing argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion / subterm relation,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion / termination measure (S-depth of third argument),,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion / well-founded ordering (S-constructor measure),,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion analysis,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion analysis on recΔ argument,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion measure,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
Structural recursion on the third argument,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
Structural recursion on third argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion on third argument,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
Structural recursion termination proof,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion with symbol-count measure,structural_descent,structural_descent,,,,,structural_descent,structural_descent,active_only
structural recursion; Lexicographic Path Order (LPO); recursive path ordering,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural recursion; Lexicographic Path Order; subterm ordering,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion; Lexicographic Path Ordering (LPO),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural recursion; monotone polynomial interpretation; recursive path ordering,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural recursion; polynomial interpretation; recursive path ordering,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural recursion; well-founded ordering,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural size measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
structural size measure (constructor count),direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
"structural size measure (root-only, no congruence closure)",direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
"structural size measure (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
structural size measure / case analysis on 8 rules (no congruence closure),direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
structural size measure on third argument,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
structural subterm / size descent (root-reduction),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural subterm descent (root-reduction),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
structural termination argument,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural well-founded induction (root-step descent),well_founded_induction,structural_induction,well_founded_induction,structural_induction,,,well_founded_induction,structural_induction,sources_agree
structural-decrease / primitive-recursion intuition,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural-decrease argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
"structural/lexicographic measure (root-only, no congruence)",lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
structural/measure argument,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
structural/measure descent (recΔ depth; no regeneration),structural_descent,structural_descent,,,,,structural_descent,structural_descent,active_only
structural/recursive descent on third argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural/size descent,structural_descent,structural_descent,,,,,structural_descent,structural_descent,active_only
structural/size descent (root-only rewriting),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
"structural/size descent (root-only, no congruence)",structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
"structural/size measure (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
structural/size-decreasing argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural/subterm argument (well-founded ordering on naturals),,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
structural/subterm descent (root-only rewriting),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
"structural/subterm descent (root-only, no congruence)",structural_descent,structural_descent,,,,,structural_descent,structural_descent,active_only
structural/subterm induction (informal RPO),,,structural_induction,structural_induction,,,structural_induction,structural_induction,scoring_reviewed_migration
"structural/subterm measure (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
structural/well-founded recursion argument (recΔ subterm descent; eqW non-cyclic),structural_descent,structural_descent,,,,,structural_descent,structural_descent,active_only
structurally decreasing recursive schema,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
subterm criterion,,,subterm_criterion,transformed_calls,subterm_criterion,transformed_calls,dependency_pairs,transformed_calls,scoring_reviewed_migration
subterm criterion; lexicographic path ordering,dependency_pairs,transformed_calls,dependency_pairs,transformed_calls,,,dependency_pairs,transformed_calls,sources_agree
subterm descent / measure argument,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
subterm ordering,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
subterm relation / RPO,,,structural_descent,structural_descent,,,structural_descent,structural_descent,scoring_reviewed_migration
subterm/size measure on third argument,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
subterm/structural descent on 3rd arg,structural_descent,structural_descent,,,,,structural_descent,structural_descent,active_only
sum of F third-argument sizes,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
sum-of-depths measure on third arguments of F-subterms,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
sum-of-third-argument-depths measure,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
symbol-weight linear polynomial interpretation,polynomial_interpretation,polynomial,,,,,polynomial_interpretation,polynomial,active_only
syntactic analysis,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
syntactic decrease on third argument,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
syntactic measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
syntactic measure (count of S in third argument),,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
syntactic measure + RPO,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
syntactic measure / lexicographic order,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
Syntactic measure/structural decrease,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
Syntactic multiset measure,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
syntactic multiset measure,,,multiset_measure,direct_measure,multiset_measure,direct_measure,multiset_measure,direct_measure,scoring_reviewed_migration
syntactic size/measure argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
syntactic termination analysis,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
Tait computability method,,,tait_computability,structural_induction,tait_computability,structural_induction,tait_computability,structural_induction,scoring_reviewed_migration
Tait computability predicate method,,,tait_computability,structural_induction,tait_computability,structural_induction,tait_computability,structural_induction,scoring_reviewed_migration
Tait's method,,,tait_computability,structural_induction,tait_computability,structural_induction,tait_computability,structural_induction,scoring_reviewed_migration
term size / subterm descent,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
term size classification,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
term-size argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
term-size argument with rule-type partition,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
"term-size measure (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
term-size partition into peeling and non-peeling rule classes,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
term-size proof with non-decreasing-rule terminality argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
terminating recursion on third argument,,,structural_recursion,structural_descent,structural_recursion,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
termination argument based on natural number interpretation,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
termination argument based on structural decrease,,,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,structural_descent,scoring_reviewed_migration
termination interpretation,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
Termination measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
termination measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
Termination measure (S-nesting depth reduction order) + well-foundedness appeal,,,s_nesting_depth_measure,direct_measure,s_nesting_depth_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
termination measure (syntactic size / S-depth of third argument),,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
termination measure counting S constructors,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
termination ordering,,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
termination ordering argument (LPO/RPO-style),,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
termination ordering; lexicographic/recursive path ordering,,,path_order_generic,path_order,,,path_order_generic,path_order,scoring_reviewed_migration
termination proof by a well-founded measure,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
termination-by-measure/ordering roadmap,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
termination-ordering argument (LPO/RPO),,,path_order_generic,path_order,path_order_generic,path_order,path_order_generic,path_order,scoring_reviewed_migration
termination/measure argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
third-argument S-descent,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
third-argument size measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
top-level size descent; MPO/LPO path order,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
top-level structural descent; Lexicographic Path Ordering (LPO),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
top-level structural descent; LPO / constructor-count measure,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
top-level structural descent; recursive path ordering (RPO),structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
top-level-only reduction / finite chains,structural_descent,structural_descent,structural_descent,structural_descent,,,structural_descent,structural_descent,sources_agree
top-level-only reduction / structural measure,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
total S-count over F-redex third arguments,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
two-phase measure on eqW-count and recΔ delta-depth,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
weight (polynomial) interpretation,,,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
weight function / polynomial interpretation,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,sources_agree
weight measure,,,weight_measure,direct_measure,weight_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
weight-function / polynomial interpretation on S-nesting depth,,,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,scoring_reviewed_migration
weight-or measure-based termination proof,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
weight/measure argument counting S symbols,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
weight/polynomial interpretation,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,sources_agree
weighted constructor-count measure (3·eqW + 2·delta + merge),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
weighted natural-number interpretation,polynomial_interpretation,polynomial,polynomial_interpretation,polynomial,,,polynomial_interpretation,polynomial,sources_agree
weighted natural-number measure,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
weighted recursive measure / interpretation into naturals,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
weighted structural measure on third arguments,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
weighted-constructor measure + size (lexicographic),lexicographic_measure,direct_measure,,,,,lexicographic_measure,direct_measure,active_only
well-founded decreasing measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded descent,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded descent / measure argument,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
well-founded descent / structural recursion,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
well-founded descent argument,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded descent on Peano numeral in third argument,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded induction,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
well-founded induction on root-step reduction structure,,,induction_argument,structural_induction,induction_argument,structural_induction,structural_induction,structural_induction,scoring_reviewed_migration
well-founded interpretation,,,interpretation_argument,polynomial,interpretation_argument,polynomial,polynomial_interpretation,polynomial,scoring_reviewed_migration
"well-founded lexicographic measure (S-count, F-count)",,,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,scoring_reviewed_migration
well-founded measure,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure (eqW weight + delta-depth),direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded measure (grape count + size) / no-congruence,direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
well-founded measure (ordinal interpretation / lexicographic banana-depth + size),direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
"well-founded measure (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
well-founded measure (size of third argument),,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
"well-founded measure / case analysis (root-only, no congruence)",direct_measure,direct_measure,,,,,direct_measure,direct_measure,active_only
well-founded measure / lexicographic descent argument,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
well-founded measure / lexicographic ranking,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,,,lexicographic_measure,direct_measure,sources_agree
well-founded measure / structural descent,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure / structural descent argument,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure based on counting the nesting depth of `S` constructors in the third argument of `F`,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure based on structural complexity,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure by structural induction on third argument,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded measure on banana-third-argument grape-stack length,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
well-founded measure on grape-count and constructor-size,,,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,lexicographic_measure,direct_measure,scoring_reviewed_migration
well-founded measure on recΔ delta-depth and size,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure on S-symbols in third argument of F,direct_measure,direct_measure,direct_measure,direct_measure,,,direct_measure,direct_measure,sources_agree
well-founded measure on successor depth,,,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,direct_measure,scoring_reviewed_migration
well-founded measure on terms,,,direct_measure,direct_measure,,,direct_measure,direct_measure,scoring_reviewed_migration
